tag,text,chunk_file,speaker_age,nationality,ethnicity,gender,year,gold_label,probe_tag,_score_internal
21DC21-2580-49SGCHFMT-2018,"MV/M/CH/28, do you have the doc uniform .the one you wear  in your ward? Can I borrow one for <name omitted> show and tell",COSEM_v5_chunk_1193.txt,49,SG,CH,F,2018,,,0
18MF02-394-23SGMAF00-2012,Haha ikr. Good job genius peanut! Get some good rest~ ,COSEM_v5_chunk_833.txt,23,SG,MA,F,2012,,,4
17CF22-10-21SGMAM00-2016,‬: Eh guys let me know tonight uh who on for Sunday cage‬,COSEM_v5_chunk_297.txt,21,SG,MA,M,2016,,,4
21DC18-758-21SGCHMHW-2020,Eh <name omitted> say he only can join at 12+ 1 leh,COSEM_v5_chunk_1149.txt,21,SG,CH,M,2020,,,4
18IF05-15299-53SGMAM00-2016,Ouch...DL/M/CH/53 you mati oredi...next Boss meeting will be your last supper...we make it biryani kambing at Victory,COSEM_v5_chunk_825.txt,53,SG,MA,M,2016,,,0
18CF36-1691-19SGCHF00-2016,HAPPY 19 BIRTHDAY C/F/CH/19!!!😘❤💗💘💓💞💕 love you!!!,COSEM_v5_chunk_513.txt,19,SG,CH,F,2016,,,4
19CM03-24785-23SGCHMKL-2017,no leh this one summarizes a bit only leh,COSEM_v5_chunk_978.txt,23,SG,CH,M,2017,,,4
21DC31-16034-20SGCHF0D-2018,lets go watch ut before dinz soon then HAHAHA,COSEM_v5_chunk_1242.txt,20,SG,CH,F,2018,,,0
17IF02-291-21SGCHF00-2015,Learn Liao can become certified detective meh,COSEM_v5_chunk_492.txt,21,SG,CH,F,2015,,,4
21DC37-18927-23IDXXF0S-2020,these r more heard of right when we were in <name omitted>,COSEM_v5_chunk_1280.txt,23,ID,XX,F,2020,,,0
18CM09-15294-23SGCHM00-2017,Cause I want to go into data and be a quant,COSEM_v5_chunk_794.txt,23,SG,CH,M,2017,,,0
18CF37-11313-22SGCHM00-2014,Just wanted to say how proud I am of you guys! Even though your jobs were really sai kang you guys gave it your best and I'm proud of you all Everyone get a good rest and recharge for next up RHD WOOOHOOO!!!! Lets continue our great legacy,COSEM_v5_chunk_526.txt,22,SG,CH,M,2014,,,5
18CF39-20655-20SGCHM00-2017,Ya sia... striker one slam die already sia. Storm call need like 2 sec to kill....🌚🌚,COSEM_v5_chunk_552.txt,20,SG,CH,M,2017,,,6
18CF55-17912-24SGCHM00-2016,My approval for the Interdisciplinary Research Grant is attached since the UROP is not used to,COSEM_v5_chunk_725.txt,24,SG,CH,M,2016,,,0
18CF55-49063-25SGCHF00-2017,Wah. You like every meal also got crab leh,COSEM_v5_chunk_752.txt,25,SG,CH,F,2017,,,4
21DC48-994-19SGCHMDL-2017,Hahahah he likes these type of arguments too,COSEM_v5_chunk_1321.txt,19,SG,CH,M,2017,,,0
17CF24-715-23SGCHM00-2016,Cannot see he trying to self praise meh??,COSEM_v5_chunk_306.txt,23,SG,CH,M,2016,,,4
21DC38-4224-23SGCHM0I-2019,wah maybe you need rest for quite long sia liddat,COSEM_v5_chunk_1292.txt,23,SG,CH,M,2019,,,6
18CF54-26310-19SGCHM00-2015,U can always cook basmati rice and bring here,COSEM_v5_chunk_707.txt,19,SG,CH,M,2015,,,0
18CF54-9599-19SGCHM00-2015,Like they maybe gonna give us like a cake or smth,COSEM_v5_chunk_693.txt,19,SG,CH,M,2015,,,0
21DC09-10002-34SGCHFJP-2020,Eh but i heard e church is not at paya lebar leh,COSEM_v5_chunk_1102.txt,34,SG,CH,F,2020,,,4
19CM04-4966-25SGCHM00-2018,YS and I applied for the tampines bto. Application stats show that for the first time pool it's 3.4 applications to one flat :/,COSEM_v5_chunk_999.txt,25,SG,CH,M,2018,,,0
18CF52-17674-21SGCHM00-2017,Go there leh play dart sing æµ·é˜”å¤©ç©º,COSEM_v5_chunk_679.txt,21,SG,CH,M,2017,,,4
19CM01-936-18SGCHM0A-2018,so you open the packs and use the cards right?,COSEM_v5_chunk_949.txt,18,SG,CH,M,2018,,,0
18CF37-12329-21SGCHM00-2014,All the best for ur performances tmr!!!,COSEM_v5_chunk_527.txt,21,SG,CH,M,2014,,,4
17CF07-13399-22SGCHM00-2016,Haha eh btw cfg1010 I think the workload now more leh than when I took it,COSEM_v5_chunk_63.txt,22,SG,CH,M,2016,,,4
18CM08-11896-43SGCHM00-2017,So free to message... never work for farming meh?,COSEM_v5_chunk_778.txt,43,SG,CH,M,2017,,,4
17CM05-316-20SGMAM00-2016,Wah guys go imh can get 4 day mc one sia,COSEM_v5_chunk_476.txt,20,SG,MA,M,2016,,,4
18MF03-23431-24SGMAF00-2018,And idk leh can we figure this out tmrw when weâ€™re tgth,COSEM_v5_chunk_866.txt,24,SG,MA,F,2018,,,4
18CF41-9362-23SGCHM00-2017,Siao liao i need to re-adjust my body clock omg,COSEM_v5_chunk_571.txt,23,SG,CH,M,2017,,,5
18CF54-24465-19SGCHF00-2015,Which is like missing loads of the performancr,COSEM_v5_chunk_706.txt,19,SG,CH,F,2015,,,0
19CF03-10643-22SGCHF0C-2018,Eh  u go in then we 3 go airport abit toot LEH 🙏🏼,COSEM_v5_chunk_910.txt,22,SG,CH,F,2018,,,6
19CF10-1978-21SGCHF0A-2018,"oh like paid vacation days, annual leave kind of thing?",COSEM_v5_chunk_936.txt,21,SG,CH,F,2018,,,0
21DC21-4772-54SGCHFMY-2020,And one of friend tried say keep dropping off,COSEM_v5_chunk_1196.txt,54,SG,CH,F,2020,,,0
18CF39-25336-21SGMAM00-2017,😂not so bad lah camp. We had depavali to save us,COSEM_v5_chunk_557.txt,21,SG,MA,M,2017,,,4
17CF11-12225-21SGCHF00-2015,Eh play group 1 leh you by the time i play group 2 I'll be damn shag liao haha,COSEM_v5_chunk_113.txt,21,SG,CH,F,2015,,,6
19CM03-38248-23SGCHMKL-2018,siao liao today still got induction and still need submit module registration for exchange,COSEM_v5_chunk_991.txt,23,SG,CH,M,2018,,,5
17CF34-38434-21SGCHF00-2014,Don't judge me HAHA I wrote this in sec 4,COSEM_v5_chunk_398.txt,21,SG,CH,F,2014,,,0
17CF19-2434-21SGCHF00-2016,Aiyo no choice sia. Sounds so sad leh RG/M/CH/23ston ????,COSEM_v5_chunk_280.txt,21,SG,CH,F,2016,,,6
17CM05-7965-23SGCHM00-2016,Wah but getting players for this kind of song.. Will ppl come or not ah,COSEM_v5_chunk_484.txt,23,SG,CH,M,2016,,,5
18IF05-7083-53SGMAM00-2015,alamak...MS/F/IN/53 malaysian lah hahaha,COSEM_v5_chunk_818.txt,53,SG,MA,M,2015,,,4
21DC13-17560-21SGCHM0C-2018,Eh guys it’s alright just help me get a log cake. The rest of the stuff I need now so I’ll go buy myself thanks,COSEM_v5_chunk_1135.txt,21,SG,CH,M,2018,,,4
18CF43-852-19SGCHF00-2017,get back to work & continue cleaning the dance leh song ic HAHAHAH,COSEM_v5_chunk_608.txt,19,SG,CH,F,2017,,,5
19CF01-6917-21SGMAM00-2018,Ya sia i tot i say liddat they will at least talka bit one,COSEM_v5_chunk_898.txt,21,SG,MA,M,2018,,,4
18IF05-7994-53SGCHM00-2015,It's quite a good portrayal of the allure of power in my opinion,COSEM_v5_chunk_819.txt,53,SG,CH,M,2015,,,4
17IF04-2451-20SGINF00-2016,Eh shan u pops sia! This girl called liling my friends friend just asked me if i know you! She says she doesnt know you personally or properly wtv but she just knows who you are,COSEM_v5_chunk_506.txt,20,SG,IN,F,2016,,,4
18MF03-15862-23SGMAF00-2017,I don't have any boy stories to tell lah sobs my love life is boring HAHA,COSEM_v5_chunk_859.txt,23,SG,MA,F,2017,,,6
18CF50-3215-21SGCHF00-2016,LOOOOL SWEK OMG. What's that is that foxy red or sth and which branch sia you end up to get away 😂😂😂,COSEM_v5_chunk_645.txt,21,SG,CH,F,2016,,,4
19CF02-297-24VNXXF00-2017,This 24BCHM nice la HAHAHAHAHHA. 24BCHM leh? Go run with 22BCHF la,COSEM_v5_chunk_899.txt,24,VN,XX,F,2017,,,4
17CM05-7978-23SGCHM00-2016,Wah CJ/F/CH/23i just submitted my psych testing assignment wah freaking tough lol ðŸ˜…,COSEM_v5_chunk_484.txt,23,SG,CH,M,2016,,,6
18OM01-4342-23SGCHM00-2015,Knn laugh until my wife thot I am siao.... 😂😂😂,COSEM_v5_chunk_882.txt,23,SG,CH,M,2015,,,5
18CF55-8961-22SGCHF00-2015,So prolly wont join for everything if u guys really gg ahead with all of them,COSEM_v5_chunk_716.txt,22,SG,CH,F,2015,,,0
19CM03-18055-21SGCHMKW-2018,wah sian i haven't gone tuesdays in a while,COSEM_v5_chunk_971.txt,21,SG,CH,M,2018,,,5
21DC15-1999-21SGCHFIA-2020,"Hi guysss, can you help me do this survey for my Japanese research project? Much thanks hehe <link omitted>",COSEM_v5_chunk_1141.txt,21,SG,CH,F,2020,,,0
17CF34-21727-21SGCHF00-2013,Today book will have Monday tickets no meh?,COSEM_v5_chunk_382.txt,21,SG,CH,F,2013,,,4
18CM08-12664-48SGCHM00-2017,Is possible for DO/M/CH/43 but one gotta question how he or she wanna play his golf games lor.😊😊,COSEM_v5_chunk_778.txt,48,SG,CH,M,2017,,,4
21DC31-8590-20SGMAM0A-2018,A thing we all look forward to but never comes,COSEM_v5_chunk_1234.txt,20,SG,MA,M,2018,,,0
18CF50-15510-22SGCHF00-2017,But nope dont need bah cause its 6am in the morning LOL,COSEM_v5_chunk_657.txt,22,SG,CH,F,2017,,,0
21DC16-665-20SGCHM0A-2020,"Phone having lots of problems, think we need to visit a xiaomi store this weekend",COSEM_v5_chunk_1145.txt,20,SG,CH,M,2020,,,0
21DX12-5786-22SGCHMNM-2021,i mean it's not bad lah but i feel like it goes no where leh,COSEM_v5_chunk_1383.txt,22,SG,CH,M,2021,,,5
17CF36-768-23TWCHM00-2014,Haha yay!!! Eh I think that wld be damn cool sia,COSEM_v5_chunk_431.txt,23,TW,CH,M,2014,,,5
19SF01-4489-22SGINFSM-2018,Eh i woke up alr!! Tell me when u awake i wanna watch carmilla ASAP 😎,COSEM_v5_chunk_1012.txt,22,SG,IN,F,2018,,,4
17CF34-5502-20SGCHF00-2012,Hi guys what time does little things mv come o,COSEM_v5_chunk_365.txt,20,SG,CH,F,2012,,,0
17CF31-1189-20SGCHF00-2016,Eh I can't leh.. I m meeting my friend tonight,COSEM_v5_chunk_342.txt,20,SG,CH,F,2016,,,4
19SF01-28181-22SGINFSM-2018,ooooh sounds good!! since when have there been wlw movies w nice endings 😍😍,COSEM_v5_chunk_1036.txt,22,SG,IN,F,2018,,,4
17CF10-3166-20SGCHF00-2015,Wa sian means you both also not same OG as me ah 😢,COSEM_v5_chunk_94.txt,20,SG,CH,F,2015,,,4
18CF39-20008-25SGMAM00-2017,Put on a good show ah. If not he will find us boring,COSEM_v5_chunk_552.txt,25,SG,MA,M,2017,,,4
21DC40-1708-20SGCHFWY-2020,Hahaha i thought no one awake liao sia 😂,COSEM_v5_chunk_1305.txt,20,SG,CH,F,2020,,,5
18MF03-6065-23SGMAF00-2016,I didnt get to revise just now cuz i did the tutorial worksheet lol,COSEM_v5_chunk_849.txt,23,SG,MA,F,2016,,,0
19SF01-7470-22SGINFSM-2018,👏🏾👏🏾 great job!! i rly hope u get it. u'll do justice to the job la,COSEM_v5_chunk_1015.txt,22,SG,IN,F,2018,,,4
17CF18-7832-21SGCHF00-2016,‬: Omg i just had the BEST IDEA EVER!!!!!! Our mapleIDs should all start with Adus!!!!!! Or we could all be crusadus lel omg im so excited for this shit‬‬‬‬‬‬‬‬,COSEM_v5_chunk_275.txt,21,SG,CH,F,2016,,,4
19CF09-752-18SGCHF0E-2015,So sorryi don't mean my wts peisehjhh I just really was super duper shock and my body literally froze!!!! I was really!!!!!! Forgive me guys!!!😍😘😍😘😍😘😍😘 I love u guyssssss alot,COSEM_v5_chunk_930.txt,18,SG,CH,F,2015,,,4
18IF05-10672-53SGINM00-2015,215 for cheo. Spoiled votes more than him.,COSEM_v5_chunk_821.txt,53,SG,IN,M,2015,,,0
18CF46-1529-23SGCHM00-2017,No la my friends always like to eat there also,COSEM_v5_chunk_623.txt,23,SG,CH,M,2017,,,0
18CF37-8158-21SGCHM00-2014,Thanks J.T. i guess theyll just inform us fully after myes lah,COSEM_v5_chunk_523.txt,21,SG,CH,M,2014,,,4
21DC32-3229-18MYXXF0M-2019,@A/M/CH/18 how do i occupy my mind for the next 15 hours,COSEM_v5_chunk_1245.txt,18,MY,XX,F,2019,,,0
17CM05-1625-20SGCHM00-2016,She all can one sia i put so many timing liao.....,COSEM_v5_chunk_478.txt,20,SG,CH,M,2016,,,4
17CM02-4497-19SGCHF00-2016,Eh ML/M/CH/21 dun indecisive lehh!! Haha We need to decide how much to buy also,COSEM_v5_chunk_452.txt,19,SG,CH,F,2016,,,5
19SF01-7963-22SGSIFDW-2018,eh have u uploaded pics onto insta!!! dk what uve been doing 😭,COSEM_v5_chunk_1016.txt,22,SG,SI,F,2018,,,4
19SF01-42901-22SGSIFDW-2018,eh im going off to try my best and cram everything i learned in one mod in 1 hour thank u for the talk!!! ❤️ ❤️ i rly appreciate u telling me ok i hope it didnt kill u too much,COSEM_v5_chunk_1051.txt,22,SG,SI,F,2018,,,6
18CF55-29292-24SGCHM00-2016,it just kept looking at me as i crossed the road...,COSEM_v5_chunk_735.txt,24,SG,CH,M,2016,,,0
17CM02-1026-21SGCHM00-2016,Sia la... Got French? I wanna learn French leh. Then can find French girls. Mmmmm...,COSEM_v5_chunk_448.txt,21,SG,CH,M,2016,,,4
21DC05-1252-23SGCHM0F-2020,Why not we petition to kick tan eng chye out,COSEM_v5_chunk_1073.txt,23,SG,CH,M,2020,,,0
19CF12-2292-18SGCHFKX-2017,wait for the others input bah because most of us asleep,COSEM_v5_chunk_946.txt,18,SG,CH,F,2017,,,0
17CF19-2486-22SGCHM00-2016,dajie you mean ?? or some guy called *** Jie,COSEM_v5_chunk_280.txt,22,SG,CH,M,2016,,,0
17CF18-1716-20SGCHF00-2016,‬: Eh Someone coming up ED/M/CH/22 don't come out‬‬‬‬‬‬‬‬,COSEM_v5_chunk_269.txt,20,SG,CH,F,2016,,,4
18CF54-528-19SGCHF00-2015,Dunno leh... see how fast the train go lor,COSEM_v5_chunk_685.txt,19,SG,CH,F,2015,,,4
17CF25-5823-20SGMAF00-2016,I think I only bringing Jeggings not jeans,COSEM_v5_chunk_318.txt,20,SG,MA,F,2016,,,0
17CF34-24135-20SGCHF00-2013,But then again I'm also not sure if I really l,COSEM_v5_chunk_384.txt,20,SG,CH,F,2013,,,0
21DC20-17451-22SGCHMWJ-2019,All the drunkards flying kite in their dreams now,COSEM_v5_chunk_1186.txt,22,SG,CH,M,2019,,,0
17CF05-1369-21SGCHM00-2016,Confirm will get hers a vocaloid bolster,COSEM_v5_chunk_43.txt,21,SG,CH,M,2016,,,0
18IF05-7313-53SGCHM00-2015,Limit growth and make old folks work till death? Or force people to make more babies? Either way,COSEM_v5_chunk_819.txt,53,SG,CH,M,2015,,,0
17CF18-5971-22SGCHM00-2016,‬: ED/M/CH/22 wanna go knock his door? If he not awake then we two lunch lorh‬‬‬‬‬‬‬‬,COSEM_v5_chunk_273.txt,22,SG,CH,M,2016,,,4
17CF18-5179-20SGCHF00-2016,‬: Isit showing off your SPMS power‬‬‬‬‬‬‬‬,COSEM_v5_chunk_273.txt,20,SG,CH,F,2016,,,5
17CM05-3839-20SGCHM00-2016,cos if he never right then the court will postpone HAHAHA,COSEM_v5_chunk_480.txt,20,SG,CH,M,2016,,,0
17CF03-34577-21SGCHF00-2017,WAH WAH says the one who almOST FORGOT TO BRING HER BINOS,COSEM_v5_chunk_39.txt,21,SG,CH,F,2017,,,4
21DC34-4218-21SGCHFNY-2018,huh then if not leh i like skype noob eh,COSEM_v5_chunk_1252.txt,21,SG,CH,F,2018,,,4
21DC06-289-23SGSIFPW-2020,wah sian almost 24 alr still got this kind of bs,COSEM_v5_chunk_1090.txt,23,SG,SI,F,2020,,,5
19CF01-2915-25SGCHM00-2018,Sia la! Warrant david one and staff George my course instructors again sia,COSEM_v5_chunk_894.txt,25,SG,CH,M,2018,,,4
18CF39-21187-25SGMAM00-2017,Aiyah tex Omnigul/M/CH/20 draw on your rescue gloves can also lah 😂,COSEM_v5_chunk_553.txt,25,SG,MA,M,2017,,,5
21DC18-1882-21SGCHMHJ-2020,then he see alr he like siao liao quickly run,COSEM_v5_chunk_1150.txt,21,SG,CH,M,2020,,,5
19SF01-21651-22SGINFSM-2018,Omg.......LMAO so cute appreciate her efforts la maybe she doesn't mean sex maybe just like getting v drunk / smoking? :),COSEM_v5_chunk_1030.txt,22,SG,IN,F,2018,,,0
19CM03-38776-23SGCHMKL-2018,but western and RR and fem and singlit and viscul leh?,COSEM_v5_chunk_992.txt,23,SG,CH,M,2018,,,4
21DC13-13197-21SGCHM0C-2018,"Ha ha🤣 Wife to Najib --- Ask you to call electrician, instead you call election. Now we got no power 😅",COSEM_v5_chunk_1131.txt,21,SG,CH,M,2018,,,5
17CF19-3554-21SGCHF00-2016,Eh your phone like that I sat see your message from front powerboat will puke sia. not from sea sick but this,COSEM_v5_chunk_281.txt,21,SG,CH,F,2016,,,4
21DC20-9985-20SGCHFGL-2019,alamak I tohed ONCE. ONE!! TIME!! and everybody thinks I’m an alcoholic,COSEM_v5_chunk_1178.txt,20,SG,CH,F,2019,,,4
19CM03-36711-23SGCHMRN-2018,haha swee!! have you been to camper’s corner?,COSEM_v5_chunk_990.txt,23,SG,CH,M,2018,,,5
19CM04-3318-23SGCHM00-2018,"My mother just asked me ""Is your power bank easy to charge?""  I asked her what she meant. She replied ""My power bank takes 2 days to charge"" AND SHE THINKS THIS IS OK IF MY HOUSE CATCHES FIRE YOU KNOW WHAT HAPPENED",COSEM_v5_chunk_997.txt,23,SG,CH,M,2018,,,6
21DC37-15189-23SGINF0P-2020,then i was like Eh wah y’all meet so regularly ah,COSEM_v5_chunk_1277.txt,23,SG,IN,F,2020,,,5
21DC20-20752-21SGCHFSL-2019,good morning all the best for ger u got this brudder 💪🏼,COSEM_v5_chunk_1189.txt,21,SG,CH,F,2019,,,4
17CF33-2319-23SGCHM00-2014,Eh nitro buy some packet drinks for our plt office eh,COSEM_v5_chunk_352.txt,23,SG,CH,M,2014,,,4
21DC47-1299-26SGCHMJK-2016,"Last week of the exams for both A lvl and uni, press on guys 💪 God's grace is sufficient for you, for his power is made perfect in your weakness",COSEM_v5_chunk_1320.txt,26,SG,CH,M,2016,,,5
21DC28-3422-19SGCHF00-2019,ooo looks damn good!!! thanku sm for this I think for the “3 compelling segments” and the “18 inspiring speakers” can be longer but other than that it’s ok!,COSEM_v5_chunk_1215.txt,19,SG,CH,F,2019,,,4
21DC18-2375-21SGCHMHJ-2020,siao liao almost all my clothes cannot wear alr,COSEM_v5_chunk_1151.txt,21,SG,CH,M,2020,,,5
21DX04-978-30SGCHMKY-2021,Cheapest so far sia. I think i can just import and sell liao,COSEM_v5_chunk_1366.txt,30,SG,CH,M,2021,,,4
21DC15-4214-21SGCHFLL-2020,to connect him and make sure he settles down well,COSEM_v5_chunk_1143.txt,21,SG,CH,F,2020,,,0
19MM01-5761-20SGMAF00-2017,Diam la u biased. Haikal say stuff not funny also you laugh,COSEM_v5_chunk_1005.txt,20,SG,MA,F,2017,,,0
19CM03-21518-23SGCHMRN-2017,eh can do 4 mods meh! thought 5 was minimum!,COSEM_v5_chunk_974.txt,23,SG,CH,M,2017,,,4
17CF22-2454-21SGCHM00-2016,‬: i see the box with red words sian already‬,COSEM_v5_chunk_300.txt,21,SG,CH,M,2016,,,5
21DC18-1165-21SGCHMHW-2020,He got so bad anot? Worse than <name omitted> meh?,COSEM_v5_chunk_1149.txt,21,SG,CH,M,2020,,,5
18CF41-32617-23SGCHM00-2017,eh what? math dept got give scholarship de meh,COSEM_v5_chunk_593.txt,23,SG,CH,M,2017,,,4
18CF52-23246-52SGCHF00-2017,Handy to hv but hor. Is it like powerbank that need to be charged? Dun use often sekali when needed it also flat 😂😂😂,COSEM_v5_chunk_683.txt,52,SG,CH,F,2017,,,4
21DC20-14552-19‬SGCHFJN-2019,"thank u OGLs for making THEC such a great experience :,)) confirm damn tiring one...pls rest well later!!!‬‬‬‬‬‬‬‬‬‬",COSEM_v5_chunk_1183.txt,,,,,2019,,,4
17CF34-9505-21SGCHF00-2012,It's okay dearie I love you both so much!!! ❤❤,COSEM_v5_chunk_369.txt,21,SG,CH,F,2012,,,4
19CF09-718-18SGCHF0E-2015,Thanks so much!!!! So sorry for making ur do this when it is nearing alevels!!!! Peiseh. Love your a lot!!!;) thanks!!!😍😝😍😘😍😝😍😘😍😘😍😘😍😘😘😍😘😍 😍😘😘😍😘😍😘😍😘😍😘😍😘😍😘😍😘😍😘😍😘😍😘😍 I am really super duper thankful😘😘😘,COSEM_v5_chunk_930.txt,18,SG,CH,F,2015,,,4
19CM03-15699-23SGCHMKL-2018,hahah <name omitted> watch my insta story but no react?,COSEM_v5_chunk_969.txt,23,SG,CH,M,2018,,,0
18IF05-19695-53SGINM00-2016,Wah Lau Eh! DL/M/CH/53 / you chin chiak lat!,COSEM_v5_chunk_827.txt,53,SG,IN,M,2016,,,4
17CM02-6073-23SGCHM00-2016,atas bbq ftw next time we do Chinese style atas HAHA,COSEM_v5_chunk_453.txt,23,SG,CH,M,2016,,,6
19CM03-72-23SGCHMKL-2016,But like not legit one leh hahah the shit is go play darts and hangout sia,COSEM_v5_chunk_953.txt,23,SG,CH,M,2016,,,4
19CF12-1856-18SGCHFQX-2017,There's a lot of food coupons available. Go take from General Office if you want. Help me pass the msg along too.,COSEM_v5_chunk_946.txt,18,SG,CH,F,2017,,,0
17CM02-21190-19SGCHF00-2016,?: Eh same leh seniors pls advice ??????,COSEM_v5_chunk_469.txt,19,SG,CH,F,2016,,,4
21DC19-4599-20SGCHFFT-2019,yeah maybe just cos its non-working day thats why he hasnt told them,COSEM_v5_chunk_1156.txt,20,SG,CH,F,2019,,,0
17CF03-17267-21SGCHF00-2017,It's ok still better than titration and its tgif!!! End of school week damn SHIOK woohoo,COSEM_v5_chunk_22.txt,21,SG,CH,F,2017,,,4
18CM08-2167-48SGCHM00-2016,DL/M/CH/46 bro....ask yr wify to love love u sure cure by tomorrow😃😃😃😃😃,COSEM_v5_chunk_771.txt,48,SG,CH,M,2016,,,4
19CF07-2005-25SGMAM00-2017,Siao if 30 pax of course i tell them cannot liao,COSEM_v5_chunk_922.txt,25,SG,MA,M,2017,,,5
19CM03-24418-23SGMAMAA-2017,I have between now and 9am to do it bc two 3/4 place finals tmrw,COSEM_v5_chunk_977.txt,23,SG,MA,M,2017,,,0
17CF03-4142-21SGCHF00-2016,Only got this 6 flavours!! Eh you bake LEH,COSEM_v5_chunk_9.txt,21,SG,CH,F,2016,,,5
17IF02-842-22SGCHF00-2015,GUYS diff combi works for diff ppl so try out your first sem k! Some ppl can take all exposures and score all A but some cannot,COSEM_v5_chunk_492.txt,22,SG,CH,F,2015,,,0
18CF50-17224-22SGCHF00-2017,Eh guys I lost my wallet eh fuck im needa settle this shit first,COSEM_v5_chunk_659.txt,22,SG,CH,F,2017,,,4
21DC20-16817-20SGCHFSL-2019,:’) JIALAT I’m on WN/F/CH/20’s level now,COSEM_v5_chunk_1185.txt,20,SG,CH,F,2019,,,5
17CM02-19606-21SGCHM00-2016,Now we know ML/M/CH/21 not virgin anymore,COSEM_v5_chunk_467.txt,21,SG,CH,M,2016,,,0
18CF55-9095-22SGCHF00-2015,Pass manual on the first try then you win,COSEM_v5_chunk_716.txt,22,SG,CH,F,2015,,,0
18MF03-22887-23SGMAF00-2017,Actually takde pape except for ya lah merch and thereâ€™s sum cafe too but i think besides the smtown coex is a shopping mall but we didnt explore that,COSEM_v5_chunk_866.txt,23,SG,MA,F,2017,,,4
17CM02-8456-19SGCHF00-2016,?: Eh I think CC/F/CH/19 also Lecture grp 2 leh??,COSEM_v5_chunk_456.txt,19,SG,CH,F,2016,,,6
18CF39-12777-25SGCHM00-2016,Btw.. the xbox power consumption quite high.. i auto off since xbox360... 😛,COSEM_v5_chunk_546.txt,25,SG,CH,M,2016,,,4
19CF07-259-25SGCHM00-2017,Siao I bump the message for you in the impt chat sia,COSEM_v5_chunk_921.txt,25,SG,CH,M,2017,,,5
21DC28-1969-21SGCHF00-2019,"Honestly think no need, unless you wanna just say a one liner? I honestly think it’s not a big deal lah haha, it’s only $40 mah you get what I mean, don’t think need screen time or anything, in my opinion lah haha",COSEM_v5_chunk_1214.txt,21,SG,CH,F,2019,,,6
19SF01-44830-22SGCHFST-2018,Shit the canine chums is full sighh i didnt see the poster,COSEM_v5_chunk_1053.txt,22,SG,CH,F,2018,,,0
18CM08-8452-46SGCHM00-2016,I play with him at Sembawang n I know he improve a lot. Good job n well done LTL/M/CH/56!! 👍🏼👍🏼👍🏼,COSEM_v5_chunk_776.txt,46,SG,CH,M,2016,,,4
18CF39-14552-20SGCHM00-2016,Zavala/M/MA/31 dont worry help Saladin/M/CH/28 power lvl 😂,COSEM_v5_chunk_548.txt,20,SG,CH,M,2016,,,4
18CF50-2383-21SGCHM00-2016,T/M/CH/21 see so many msges I think he will be like wtf,COSEM_v5_chunk_644.txt,21,SG,CH,M,2016,,,0
18CF40-3406-21SGCHF00-2017,eh walao that was just once my bro tell me all the words 🙄,COSEM_v5_chunk_561.txt,21,SG,CH,F,2017,,,5
17CF24-311-25SGCHM00-2016,You #finallychamps what sia hahahabhaha youwaited v long for champs meh ????,COSEM_v5_chunk_306.txt,25,SG,CH,M,2016,,,4
21DC27-7403-21SGCHFSL-2020,hor fun gurl in hospital still want to eat hor fun,COSEM_v5_chunk_1211.txt,21,SG,CH,F,2020,,,4
21DC05-3433-23SGCHM0E-2020,Eh ahaha I’d love to. I also had an idea for an animated video actually but lol animation’s a whole other level :”),COSEM_v5_chunk_1075.txt,23,SG,CH,M,2020,,,5
18CF56-6331-22SGCHF00-2016,Hahahha ya lor not even SE/M/CH/24e house sian,COSEM_v5_chunk_756.txt,22,SG,CH,F,2016,,,5
21DC28-6798-21SGCHF00-2019,"I haven’t read the email, tmr I check. Should be have this ba 😂 otherwise jialat",COSEM_v5_chunk_1218.txt,21,SG,CH,F,2019,,,5
17CF34-12553-21SGCHF00-2013,But at that time I only considered my l1r5 and,COSEM_v5_chunk_372.txt,21,SG,CH,F,2013,,,0
21DC20-14813-21‬SGCHMAS-2019,"But he say, tbh, no one can replace AC/F/CH/20 eh‬‬‬‬‬‬‬‬‬‬",COSEM_v5_chunk_1183.txt,,,,,2019,,,4
17IF02-4545-21SGCHF00-2016,WAH WAH omg got kei long ah?? Tsktsktsk ??,COSEM_v5_chunk_496.txt,21,SG,CH,F,2016,,,4
17CF30-3101-20SGCHF00-2015,After we walk finish can go marymount eat? Upp thomson area haha,COSEM_v5_chunk_339.txt,20,SG,CH,F,2015,,,0
21DC31-9411-20SGCHF0D-2018,its like a meme there its just funny so i saved it,COSEM_v5_chunk_1235.txt,20,SG,CH,F,2018,,,0
17CF34-7573-21SGCHF00-2012,WAH she damn coward sia post alrd then delete,COSEM_v5_chunk_367.txt,21,SG,CH,F,2012,,,4
19CF12-1181-18SGCHFQX-2017,hi do anyone knows when is the echa deadline,COSEM_v5_chunk_945.txt,18,SG,CH,F,2017,,,0
21DC20-15288-20SGCHFGL-2019,"Swee Choon boys&girls: RN/M/CH/21 JT/M/CH/21 DT/M/CH/22 Remove name once paid to AC/F/CH/20! $15.35 to AC/F/CH/20, for taxi and Swee Choon",COSEM_v5_chunk_1184.txt,20,SG,CH,F,2019,,,6
19CF03-10651-22SGCHF0C-2018,But we wanna send u what 😭 one year leh 😭😭😭😭❤️,COSEM_v5_chunk_910.txt,22,SG,CH,F,2018,,,4
